@relation 'winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' {'\'(-inf-7.12]\'','\'(7.12-13.64]\'','\'(13.64-20.16]\'','\'(20.16-26.68]\'','\'(26.68-33.2]\'','\'(33.2-39.72]\'','\'(39.72-46.24]\'','\'(46.24-52.76]\'','\'(52.76-59.28]\'','\'(59.28-inf)\''}
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.992297]\'','\'(0.992297-0.997484]\'','\'(0.997484-1.002671]\'','\'(1.002671-1.007858]\'','\'(1.007858-1.013045]\'','\'(1.013045-1.018232]\'','\'(1.018232-1.023419]\'','\'(1.023419-1.028606]\'','\'(1.028606-1.033793]\'','\'(1.033793-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
6.4,0.42,0.74,'\'(7.12-13.64]\'',0.076,48,209,'\'(0.997484-1.002671]\'',3.12,0.58,9,6
8.2,0.29,0.49,'\'(-inf-7.12]\'',0.044,29,118,'\'(0.992297-0.997484]\'',3.24,0.36,10.9,4
7.9,0.33,0.28,'\'(26.68-33.2]\'',0.053,35,176,'\'(1.007858-1.013045]\'',3.15,0.38,8.8,6
6.6,0.46,0.49,'\'(7.12-13.64]\'',0.052,19,184,'\'(0.992297-0.997484]\'',3.11,0.38,9,5
7.8,0.28,0.49,'\'(-inf-7.12]\'',0.046,27,142,'\'(0.992297-0.997484]\'',3.09,0.59,10.2,5
5.8,0.15,0.49,'\'(-inf-7.12]\'',0.048,21,98,'\'(0.992297-0.997484]\'',3.19,0.48,9.2,5
7.8,0.4,0.49,'\'(7.12-13.64]\'',0.06,34,162,'\'(0.992297-0.997484]\'',3.26,0.58,11.3,6
6.6,0.31,0.49,'\'(7.12-13.64]\'',0.05,52,220,'\'(0.992297-0.997484]\'',3.12,0.45,8.8,5
6.6,0.325,0.49,'\'(7.12-13.64]\'',0.049,53,217,'\'(0.992297-0.997484]\'',3.16,0.4,9.3,5
6.6,0.27,0.49,'\'(7.12-13.64]\'',0.049,62,217,'\'(0.992297-0.997484]\'',3.17,0.45,9.4,6
6.7,0.26,0.49,'\'(7.12-13.64]\'',0.047,54,191,'\'(0.992297-0.997484]\'',3.23,0.4,10.3,6
6.7,0.21,0.49,'\'(-inf-7.12]\'',0.047,30,114,'\'(-inf-0.992297]\'',2.92,0.42,10.8,7
7.9,0.33,0.28,'\'(26.68-33.2]\'',0.053,35,176,'\'(1.007858-1.013045]\'',3.15,0.38,8.8,6
8.1,0.28,0.46,'\'(13.64-20.16]\'',0.059,32,177,'\'(0.997484-1.002671]\'',3.27,0.58,9,4
6.5,0.13,0.37,'\'(-inf-7.12]\'',0.036,48,114,'\'(-inf-0.992297]\'',3.41,0.51,11.5,8
7.8,0.445,0.56,'\'(-inf-7.12]\'',0.04,8,84,'\'(0.992297-0.997484]\'',3.25,0.43,10.8,5
8.8,0.39,0.34,'\'(-inf-7.12]\'',0.055,33,128,'\'(0.992297-0.997484]\'',2.95,0.51,11.8,6
7.9,0.18,0.33,'\'(-inf-7.12]\'',0.033,20,72,'\'(-inf-0.992297]\'',3.12,0.38,10.5,7
7.1,0.31,0.38,'\'(-inf-7.12]\'',0.036,10,124,'\'(0.992297-0.997484]\'',3.14,0.44,9.9,6
7.8,0.24,0.18,'\'(-inf-7.12]\'',0.046,33,160,'\'(0.992297-0.997484]\'',3.2,0.56,9.8,6
7,0.35,0.3,'\'(-inf-7.12]\'',0.028,27,87,'\'(0.992297-0.997484]\'',3.4,0.42,11.4,7
6.6,0.26,0.31,'\'(-inf-7.12]\'',0.138,41,168,'\'(0.992297-0.997484]\'',3.2,0.38,9.3,5
6.6,0.27,0.31,'\'(-inf-7.12]\'',0.137,35,163,'\'(0.992297-0.997484]\'',3.2,0.38,9.3,5
6.8,0.22,0.29,'\'(7.12-13.64]\'',0.046,82,188,'\'(0.992297-0.997484]\'',3.3,0.44,10.3,6
6.2,0.27,0.32,'\'(7.12-13.64]\'',0.047,65,224,'\'(0.992297-0.997484]\'',3.17,0.47,8.9,5
7,0.35,0.3,'\'(-inf-7.12]\'',0.028,27,87,'\'(0.992297-0.997484]\'',3.4,0.42,11.4,7
7.3,0.23,0.37,'\'(-inf-7.12]\'',0.032,60,156,'\'(-inf-0.992297]\'',3.11,0.35,11.1,6
6.2,0.3,0.2,'\'(-inf-7.12]\'',0.045,42,170,'\'(0.992297-0.997484]\'',3.36,0.45,10.4,6
6.4,0.35,0.2,'\'(-inf-7.12]\'',0.034,18,117,'\'(0.992297-0.997484]\'',3.33,0.43,10.1,5
7.6,0.32,0.34,'\'(13.64-20.16]\'',0.054,44,197,'\'(0.997484-1.002671]\'',3.22,0.55,9,5
6.3,0.31,0.3,'\'(7.12-13.64]\'',0.046,49,212,'\'(0.992297-0.997484]\'',3.74,0.55,11.9,6
7.2,0.25,0.28,'\'(13.64-20.16]\'',0.055,55,205,'\'(0.997484-1.002671]\'',3.12,0.38,9,7
7.2,0.25,0.28,'\'(13.64-20.16]\'',0.055,55,205,'\'(0.997484-1.002671]\'',3.12,0.38,9,7
7.3,0.26,0.33,'\'(13.64-20.16]\'',0.049,41.5,195,'\'(0.997484-1.002671]\'',3.06,0.44,9.1,7
7.2,0.25,0.28,'\'(13.64-20.16]\'',0.055,55,205,'\'(0.997484-1.002671]\'',3.12,0.38,9,7
7.4,0.26,0.37,'\'(7.12-13.64]\'',0.047,42,147,'\'(0.997484-1.002671]\'',3.46,0.72,10,5
7.3,0.26,0.33,'\'(13.64-20.16]\'',0.049,41.5,195,'\'(0.997484-1.002671]\'',3.06,0.44,9.1,7
6.7,0.25,0.26,'\'(-inf-7.12]\'',0.041,118.5,216,'\'(0.992297-0.997484]\'',3.55,0.63,9.4,3
7.1,0.16,0.25,'\'(-inf-7.12]\'',0.034,28,123,'\'(-inf-0.992297]\'',3.27,0.55,11.4,6
9,0.43,0.3,'\'(-inf-7.12]\'',0.05,7,175,'\'(0.992297-0.997484]\'',3.11,0.45,9.7,4
7.2,0.25,0.28,'\'(13.64-20.16]\'',0.055,55,205,'\'(0.997484-1.002671]\'',3.12,0.38,9,7
7,0.24,0.3,'\'(-inf-7.12]\'',0.04,41,213,'\'(0.992297-0.997484]\'',3.28,0.49,11.8,6
6.7,0.265,0.22,'\'(7.12-13.64]\'',0.048,54,198,'\'(0.992297-0.997484]\'',3.25,0.41,10.2,5
7.7,0.12,0.32,'\'(-inf-7.12]\'',0.06,47,150,'\'(0.992297-0.997484]\'',3.37,0.42,9.2,6
7.2,0.21,0.33,'\'(-inf-7.12]\'',0.036,35,132,'\'(0.992297-0.997484]\'',3.25,0.4,11,6
8.5,0.32,0.36,'\'(13.64-20.16]\'',0.041,47,190,'\'(0.997484-1.002671]\'',3.08,0.31,10,6
6.9,0.18,0.3,'\'(-inf-7.12]\'',0.038,39,190,'\'(-inf-0.992297]\'',3.32,0.37,12.2,6
7,0.24,0.3,'\'(-inf-7.12]\'',0.04,41,213,'\'(0.992297-0.997484]\'',3.28,0.49,11.8,6
6.3,0.26,0.29,'\'(-inf-7.12]\'',0.043,35,175,'\'(-inf-0.992297]\'',3.38,0.43,11.6,6
6.7,0.26,0.3,'\'(-inf-7.12]\'',0.043,25,121,'\'(0.992297-0.997484]\'',3.44,0.61,10.2,6
7.9,0.29,0.36,'\'(7.12-13.64]\'',0.033,43,208,'\'(0.992297-0.997484]\'',3.14,0.46,10.3,5
6.5,0.27,0.19,'\'(-inf-7.12]\'',0.046,6,114,'\'(0.992297-0.997484]\'',3.25,0.35,8.6,4
6.7,0.33,0.42,'\'(-inf-7.12]\'',0.058,27,151,'\'(0.992297-0.997484]\'',3.16,0.44,9.6,5
6.7,0.31,0.42,'\'(-inf-7.12]\'',0.057,25,148,'\'(0.992297-0.997484]\'',3.16,0.45,9.6,5
6.6,0.25,0.31,'\'(-inf-7.12]\'',0.035,32,127,'\'(-inf-0.992297]\'',3.41,0.47,11.3,6
6.4,0.24,0.22,'\'(-inf-7.12]\'',0.038,38,157,'\'(0.992297-0.997484]\'',3.41,0.55,9.9,6
6.8,0.26,0.29,'\'(13.64-20.16]\'',0.056,48,179,'\'(0.997484-1.002671]\'',3.45,0.4,9.6,5
7,0.61,0.26,'\'(-inf-7.12]\'',0.051,25,161,'\'(0.992297-0.997484]\'',3.36,0.6,10.6,4
6.8,0.22,0.3,'\'(7.12-13.64]\'',0.055,50,180,'\'(0.997484-1.002671]\'',3.44,0.39,9.8,5
8.1,0.31,0.24,'\'(-inf-7.12]\'',0.032,10,67,'\'(0.992297-0.997484]\'',3.08,0.47,10.5,5
7,0.2,0.3,'\'(-inf-7.12]\'',0.037,31,120,'\'(0.992297-0.997484]\'',3.24,0.51,10.8,5
7.9,0.18,0.37,'\'(-inf-7.12]\'',0.061,25,178,'\'(0.992297-0.997484]\'',3.22,0.51,10,6
6.6,0.34,0.27,'\'(-inf-7.12]\'',0.059,23,136,'\'(0.992297-0.997484]\'',3.3,0.49,10.1,6
6.8,0.3,0.24,'\'(-inf-7.12]\'',0.123,35,116,'\'(0.992297-0.997484]\'',3.07,0.48,9.4,5
6.5,0.18,0.34,'\'(-inf-7.12]\'',0.04,43,148,'\'(-inf-0.992297]\'',3.32,0.59,11.5,8
7,0.21,0.31,'\'(-inf-7.12]\'',0.046,29,108,'\'(0.992297-0.997484]\'',3.26,0.5,10.8,6
6.8,0.27,0.32,'\'(-inf-7.12]\'',0.044,19,142,'\'(-inf-0.992297]\'',3.1,0.43,9.9,6
9.3,0.2,0.33,'\'(-inf-7.12]\'',0.05,28,178,'\'(0.992297-0.997484]\'',3.16,0.43,9,4
5.8,0.23,0.27,'\'(-inf-7.12]\'',0.043,24,69,'\'(0.992297-0.997484]\'',3.38,0.31,9.4,6
7.6,0.2,0.39,'\'(-inf-7.12]\'',0.044,30,180,'\'(0.992297-0.997484]\'',3.46,0.44,10.8,7
8.2,0.15,0.48,'\'(-inf-7.12]\'',0.052,24,190,'\'(0.992297-0.997484]\'',3.5,0.45,10.9,7
7.5,0.4,1,'\'(13.64-20.16]\'',0.041,33,148,'\'(0.997484-1.002671]\'',3.24,0.38,12,6
6.5,0.18,0.34,'\'(-inf-7.12]\'',0.04,43,148,'\'(-inf-0.992297]\'',3.32,0.59,11.5,8
7,0.13,0.3,'\'(-inf-7.12]\'',0.056,31,122,'\'(0.992297-0.997484]\'',3.47,0.42,10.5,6
6.9,0.17,0.22,'\'(-inf-7.12]\'',0.064,55,152,'\'(0.992297-0.997484]\'',3.29,0.37,9.3,6
7,0.3,0.32,'\'(-inf-7.12]\'',0.034,28,97,'\'(0.992297-0.997484]\'',3.23,0.44,11.8,6
7.6,0.445,0.44,'\'(13.64-20.16]\'',0.045,68,212,'\'(0.997484-1.002671]\'',3.48,0.36,10,6
6.8,0.3,0.24,'\'(-inf-7.12]\'',0.123,35,116,'\'(0.992297-0.997484]\'',3.07,0.48,9.4,5
7.5,0.22,0.33,'\'(-inf-7.12]\'',0.036,45,138,'\'(0.992297-0.997484]\'',3.2,0.68,11.4,6
9.2,0.23,0.3,'\'(-inf-7.12]\'',0.031,40,99,'\'(0.992297-0.997484]\'',2.94,0.3,10.4,6
8.7,0.34,0.46,'\'(13.64-20.16]\'',0.055,68,198,'\'(0.997484-1.002671]\'',3.36,0.37,9.5,6
6.6,0.545,0.04,'\'(-inf-7.12]\'',0.031,48,111,'\'(-inf-0.992297]\'',3.14,0.32,11.9,5
8.1,0.3,0.31,'\'(-inf-7.12]\'',0.041,49,123,'\'(-inf-0.992297]\'',2.99,0.45,11.1,6
6.9,0.16,0.3,'\'(7.12-13.64]\'',0.057,50,185,'\'(0.997484-1.002671]\'',3.39,0.38,9.6,6
8,0.32,0.36,'\'(-inf-7.12]\'',0.042,56,178,'\'(0.992297-0.997484]\'',3.29,0.47,12,6
6.1,0.22,0.23,'\'(-inf-7.12]\'',0.052,15,104,'\'(0.992297-0.997484]\'',3.14,0.42,8.7,5
6.9,0.16,0.3,'\'(7.12-13.64]\'',0.057,50,185,'\'(0.997484-1.002671]\'',3.39,0.38,9.6,6
7.5,0.15,0.38,'\'(-inf-7.12]\'',0.054,19,101,'\'(0.992297-0.997484]\'',3.24,0.44,10,5
8.4,0.29,0.29,'\'(-inf-7.12]\'',0.032,4,55,'\'(-inf-0.992297]\'',2.91,0.32,11.4,4
6.6,0.37,0.47,'\'(-inf-7.12]\'',0.061,23,150,'\'(0.992297-0.997484]\'',3.14,0.45,9.6,6
7.7,0.38,0.4,'\'(-inf-7.12]\'',0.038,28,152,'\'(-inf-0.992297]\'',3.18,0.32,12.9,6
6.3,0.25,0.23,'\'(13.64-20.16]\'',0.039,47,142,'\'(0.992297-0.997484]\'',3.14,0.35,9.7,6
8.3,0.3,0.36,'\'(7.12-13.64]\'',0.042,33,169,'\'(0.997484-1.002671]\'',3.23,0.51,9.3,6
6.6,0.22,0.58,'\'(-inf-7.12]\'',0.133,52,136,'\'(0.992297-0.997484]\'',3.1,0.3,9.1,5
6.1,0.34,0.31,'\'(7.12-13.64]\'',0.053,46,238,'\'(0.997484-1.002671]\'',3.16,0.48,8.6,5
7.5,0.22,0.29,'\'(-inf-7.12]\'',0.05,33,87,'\'(0.992297-0.997484]\'',3.14,0.42,9.9,5
8.3,0.3,0.36,'\'(7.12-13.64]\'',0.042,33,169,'\'(0.997484-1.002671]\'',3.23,0.51,9.3,6
8,0.27,0.24,'\'(-inf-7.12]\'',0.044,20,102,'\'(0.992297-0.997484]\'',3.28,0.42,10.9,5
6.1,0.17,0.27,'\'(-inf-7.12]\'',0.056,45,135,'\'(0.992297-0.997484]\'',3.2,0.43,10.2,6
7.4,0.18,0.3,'\'(7.12-13.64]\'',0.045,44,174,'\'(0.992297-0.997484]\'',3.11,0.57,9.7,6
6.7,0.16,0.28,'\'(-inf-7.12]\'',0.046,40,153,'\'(-inf-0.992297]\'',3.38,0.51,11.4,7
6.1,0.255,0.44,'\'(7.12-13.64]\'',0.045,53,197,'\'(0.992297-0.997484]\'',3.24,0.54,9.5,6
7.4,0.23,0.25,'\'(-inf-7.12]\'',0.049,43,141,'\'(0.992297-0.997484]\'',3.42,0.54,10.2,7
6.4,0.16,0.28,'\'(-inf-7.12]\'',0.042,33,93,'\'(-inf-0.992297]\'',3.31,0.43,11.1,6
6.3,0.25,0.23,'\'(13.64-20.16]\'',0.039,47,142,'\'(0.992297-0.997484]\'',3.14,0.35,9.7,6
6.7,0.27,0.25,'\'(7.12-13.64]\'',0.053,54,202,'\'(0.992297-0.997484]\'',3.22,0.43,9.3,5
6.9,0.29,0.23,'\'(7.12-13.64]\'',0.056,56,215,'\'(0.992297-0.997484]\'',3.17,0.44,8.8,5
9.6,0.21,0.28,'\'(-inf-7.12]\'',0.038,12,53,'\'(0.992297-0.997484]\'',2.8,0.46,10.6,5
6.6,0.62,0.2,'\'(7.12-13.64]\'',0.046,81,224,'\'(0.992297-0.997484]\'',3.17,0.44,9.3,5
6.4,0.28,0.19,'\'(-inf-7.12]\'',0.042,67,181,'\'(0.992297-0.997484]\'',3.31,0.35,10.2,6
8,0.3,0.28,'\'(-inf-7.12]\'',0.044,31,124,'\'(0.992297-0.997484]\'',3.16,0.51,10.2,6
6.4,0.17,0.27,'\'(-inf-7.12]\'',0.037,20,98,'\'(-inf-0.992297]\'',3.46,0.42,11,7
7.3,0.21,0.3,'\'(7.12-13.64]\'',0.037,18,112,'\'(0.992297-0.997484]\'',3.4,0.5,9.6,6
6.7,0.27,0.25,'\'(7.12-13.64]\'',0.053,54,202,'\'(0.992297-0.997484]\'',3.22,0.43,9.3,5
6.9,0.29,0.23,'\'(7.12-13.64]\'',0.056,56,215,'\'(0.992297-0.997484]\'',3.17,0.44,8.8,5
6.6,0.32,0.26,'\'(7.12-13.64]\'',0.054,56,209,'\'(0.992297-0.997484]\'',3.17,0.45,8.8,5
7.4,0.32,0.22,'\'(-inf-7.12]\'',0.051,50,179,'\'(0.992297-0.997484]\'',3.28,0.69,8.9,5
6.6,0.37,0.07,'\'(-inf-7.12]\'',0.048,58,144,'\'(-inf-0.992297]\'',3.17,0.38,10,5
7.7,0.43,0.28,'\'(-inf-7.12]\'',0.046,33,102,'\'(-inf-0.992297]\'',3.16,0.56,12.2,7
7.8,0.39,0.26,'\'(7.12-13.64]\'',0.059,33,181,'\'(0.992297-0.997484]\'',3.04,0.42,10.9,6
6.5,0.18,0.26,'\'(-inf-7.12]\'',0.041,40,141,'\'(0.992297-0.997484]\'',3.34,0.72,9.5,6
7.8,0.4,0.26,'\'(7.12-13.64]\'',0.059,32,178,'\'(0.992297-0.997484]\'',3.04,0.43,10.9,6
7.8,0.39,0.26,'\'(7.12-13.64]\'',0.059,33,181,'\'(0.992297-0.997484]\'',3.04,0.42,10.9,6
6.9,0.19,0.28,'\'(-inf-7.12]\'',0.054,33,99,'\'(0.992297-0.997484]\'',3.16,0.4,10.8,6
7.7,0.49,1,'\'(13.64-20.16]\'',0.03,28,135,'\'(0.992297-0.997484]\'',3.24,0.4,12,6
6.6,0.25,0.35,'\'(13.64-20.16]\'',0.069,42,163,'\'(0.997484-1.002671]\'',3.56,0.47,9.8,5
6.5,0.18,0.26,'\'(-inf-7.12]\'',0.041,40,141,'\'(0.992297-0.997484]\'',3.34,0.72,9.5,6
6.4,0.15,0.36,'\'(-inf-7.12]\'',0.034,43,150,'\'(-inf-0.992297]\'',3.42,0.69,11,8
6.4,0.15,0.36,'\'(-inf-7.12]\'',0.034,43,150,'\'(-inf-0.992297]\'',3.42,0.69,11,8
8.4,0.17,0.31,'\'(-inf-7.12]\'',0.052,47,150,'\'(0.992297-0.997484]\'',3.24,0.38,9.8,5
6.1,0.32,0.37,'\'(-inf-7.12]\'',0.051,13,200,'\'(0.992297-0.997484]\'',3.49,0.44,10.5,4
8.5,0.21,0.26,'\'(7.12-13.64]\'',0.034,73,142,'\'(0.992297-0.997484]\'',3.05,0.37,11.4,6
8.7,0.45,0.4,'\'(-inf-7.12]\'',0.067,17,100,'\'(0.992297-0.997484]\'',3.27,0.57,10.1,6
6.7,0.24,0.29,'\'(-inf-7.12]\'',0.038,54,127,'\'(0.992297-0.997484]\'',3.33,0.46,11.6,7
8.5,0.21,0.26,'\'(7.12-13.64]\'',0.034,73,142,'\'(0.992297-0.997484]\'',3.05,0.37,11.4,6
7.4,0.33,0.26,'\'(-inf-7.12]\'',0.04,29,115,'\'(-inf-0.992297]\'',3.07,0.52,11.8,7
7.2,0.26,0.3,'\'(-inf-7.12]\'',0.033,50,158,'\'(-inf-0.992297]\'',3.33,0.43,12.1,7
8.2,0.36,0.29,'\'(7.12-13.64]\'',0.035,37,122,'\'(0.992297-0.997484]\'',3.16,0.34,12,5
7.8,0.2,0.24,'\'(-inf-7.12]\'',0.026,26,189,'\'(-inf-0.992297]\'',3.08,0.74,12.1,7
9.4,0.16,0.3,'\'(-inf-7.12]\'',0.042,26,176,'\'(0.992297-0.997484]\'',3.15,0.46,9.1,5
6.4,0.33,0.24,'\'(-inf-7.12]\'',0.054,25,117,'\'(0.992297-0.997484]\'',3.36,0.5,9.3,5
7.8,0.22,0.36,'\'(-inf-7.12]\'',0.056,21,153,'\'(0.992297-0.997484]\'',3.2,0.53,10.4,6
7.4,0.35,0.31,'\'(13.64-20.16]\'',0.062,42,187,'\'(0.997484-1.002671]\'',3.27,0.64,9.1,5
6.6,0.37,0.24,'\'(-inf-7.12]\'',0.064,23,120,'\'(0.992297-0.997484]\'',3.32,0.54,9.4,5
6.7,0.37,0.41,'\'(-inf-7.12]\'',0.061,22,149,'\'(0.992297-0.997484]\'',3.16,0.47,9.6,6
7.1,0.37,0.32,'\'(-inf-7.12]\'',0.037,27,126,'\'(-inf-0.992297]\'',3.19,0.62,12,5
6.9,0.25,0.27,'\'(7.12-13.64]\'',0.039,37,128,'\'(0.992297-0.997484]\'',3.27,0.34,11.3,8
6.8,0.23,0.29,'\'(13.64-20.16]\'',0.073,56,173,'\'(0.997484-1.002671]\'',3.06,0.41,8.7,6
6.4,0.26,0.21,'\'(-inf-7.12]\'',0.04,35,162,'\'(0.992297-0.997484]\'',3.39,0.58,9.9,6
7.6,0.3,0.22,'\'(7.12-13.64]\'',0.049,57,191,'\'(0.992297-0.997484]\'',3.08,0.4,9.3,6
9.4,0.16,0.23,'\'(-inf-7.12]\'',0.042,14,67,'\'(0.992297-0.997484]\'',3.07,0.32,9.5,5
6.8,0.23,0.29,'\'(13.64-20.16]\'',0.073,56,173,'\'(0.997484-1.002671]\'',3.06,0.41,8.7,6
6.4,0.26,0.21,'\'(-inf-7.12]\'',0.04,35,162,'\'(0.992297-0.997484]\'',3.39,0.58,9.9,6
7.6,0.3,0.22,'\'(7.12-13.64]\'',0.049,57,191,'\'(0.992297-0.997484]\'',3.08,0.4,9.3,6
7.5,0.33,0.39,'\'(7.12-13.64]\'',0.065,29,119,'\'(0.992297-0.997484]\'',3.16,0.39,9.4,5
7.6,0.38,0.2,'\'(-inf-7.12]\'',0.046,9,116,'\'(0.992297-0.997484]\'',3.15,0.41,9.4,5
8.8,0.2,0.43,'\'(13.64-20.16]\'',0.053,60,184,'\'(0.997484-1.002671]\'',3.28,0.79,8.8,6
7.5,0.33,0.39,'\'(7.12-13.64]\'',0.065,29,119,'\'(0.992297-0.997484]\'',3.16,0.39,9.4,5
8.8,0.2,0.43,'\'(13.64-20.16]\'',0.053,60,184,'\'(0.997484-1.002671]\'',3.28,0.79,8.8,6
6.6,0.36,0.21,'\'(-inf-7.12]\'',0.049,39,184,'\'(0.992297-0.997484]\'',3.18,0.41,9.9,6
7.6,0.38,0.2,'\'(-inf-7.12]\'',0.046,9,116,'\'(0.992297-0.997484]\'',3.15,0.41,9.4,5
5.6,0.46,0.24,'\'(-inf-7.12]\'',0.042,24,72,'\'(-inf-0.992297]\'',3.29,0.37,12.6,6
7.2,0.15,0.38,'\'(-inf-7.12]\'',0.038,18,110,'\'(-inf-0.992297]\'',3.19,0.43,11.1,6
8.2,0.42,0.29,'\'(-inf-7.12]\'',0.03,31,100,'\'(-inf-0.992297]\'',3,0.32,12.8,7
6.8,0.3,0.35,'\'(-inf-7.12]\'',0.038,10,164,'\'(-inf-0.992297]\'',3.09,0.53,12,6
6.7,0.27,0.3,'\'(13.64-20.16]\'',0.029,34,131,'\'(0.992297-0.997484]\'',3.36,0.5,12,7
7.2,0.5,0,'\'(-inf-7.12]\'',0.034,46,114,'\'(0.992297-0.997484]\'',3.19,0.34,9.2,4
6,0.26,0.29,'\'(-inf-7.12]\'',0.032,27,96,'\'(-inf-0.992297]\'',3.38,0.44,12.3,6
6.8,0.33,0.28,'\'(-inf-7.12]\'',0.032,38,131,'\'(-inf-0.992297]\'',3.19,0.41,13,6
6.8,0.3,0.35,'\'(-inf-7.12]\'',0.038,10,164,'\'(-inf-0.992297]\'',3.09,0.53,12,6
7.4,0.29,0.31,'\'(-inf-7.12]\'',0.035,23,110,'\'(0.992297-0.997484]\'',3.07,0.38,10.9,5
8.2,0.42,0.29,'\'(-inf-7.12]\'',0.03,31,100,'\'(-inf-0.992297]\'',3,0.32,12.8,7
7.3,0.19,0.24,'\'(-inf-7.12]\'',0.054,34,231,'\'(0.992297-0.997484]\'',3.36,0.54,10,6
6.5,0.32,0.12,'\'(7.12-13.64]\'',0.033,35,165,'\'(0.992297-0.997484]\'',3.22,0.32,9,5
7.1,0.32,0.4,'\'(-inf-7.12]\'',0.034,13,84,'\'(0.992297-0.997484]\'',3.42,0.6,10.4,5
6.5,0.32,0.12,'\'(7.12-13.64]\'',0.033,35,165,'\'(0.992297-0.997484]\'',3.22,0.32,9,5
7.3,0.19,0.24,'\'(-inf-7.12]\'',0.054,34,231,'\'(0.992297-0.997484]\'',3.36,0.54,10,6
7.3,0.17,0.23,'\'(-inf-7.12]\'',0.051,35,240,'\'(0.992297-0.997484]\'',3.36,0.54,10,6
7.7,0.44,0.24,'\'(7.12-13.64]\'',0.031,41,167,'\'(0.992297-0.997484]\'',3.12,0.43,11.3,7
7.7,0.44,0.24,'\'(7.12-13.64]\'',0.031,41,167,'\'(0.992297-0.997484]\'',3.12,0.43,11.3,7
7.4,0.49,0.24,'\'(13.64-20.16]\'',0.03,34,153,'\'(0.992297-0.997484]\'',3.13,0.51,12,7
7.7,0.44,0.24,'\'(7.12-13.64]\'',0.031,41,167,'\'(0.992297-0.997484]\'',3.12,0.43,11.3,7
7.4,0.49,0.24,'\'(13.64-20.16]\'',0.03,34,153,'\'(0.992297-0.997484]\'',3.13,0.51,12,7
6.4,0.21,0.3,'\'(-inf-7.12]\'',0.044,43,160,'\'(0.992297-0.997484]\'',3.6,0.41,10.6,6
8,0.55,0.42,'\'(7.12-13.64]\'',0.211,37,213,'\'(0.997484-1.002671]\'',2.99,0.56,9.3,5
7,0.19,0.23,'\'(-inf-7.12]\'',0.123,27,104,'\'(0.992297-0.997484]\'',3.04,0.54,9.4,6
7.2,0.24,0.29,'\'(-inf-7.12]\'',0.037,37,102,'\'(-inf-0.992297]\'',3.27,0.64,11,7
6.5,0.34,0.36,'\'(7.12-13.64]\'',0.052,53,247,'\'(0.997484-1.002671]\'',3.44,0.55,9.3,6
7,0.19,0.23,'\'(-inf-7.12]\'',0.123,27,104,'\'(0.992297-0.997484]\'',3.04,0.54,9.4,6
6.9,0.18,0.33,'\'(-inf-7.12]\'',0.054,24,164,'\'(0.992297-0.997484]\'',3.42,0.51,10.5,5
7.2,0.24,0.29,'\'(-inf-7.12]\'',0.037,37,102,'\'(-inf-0.992297]\'',3.27,0.64,11,7
8.2,0.18,0.31,'\'(7.12-13.64]\'',0.039,96,249,'\'(0.997484-1.002671]\'',3.07,0.52,9.5,6
8.3,0.28,0.45,'\'(7.12-13.64]\'',0.059,32,139,'\'(0.992297-0.997484]\'',3.33,0.77,11.2,6
6.1,0.34,0.46,'\'(-inf-7.12]\'',0.029,21,94,'\'(-inf-0.992297]\'',3.29,0.62,12.3,6
7.4,0.44,0.2,'\'(7.12-13.64]\'',0.049,44,157,'\'(0.997484-1.002671]\'',3.27,0.44,9,5
7.6,0.26,0.58,'\'(7.12-13.64]\'',0.041,62,180,'\'(0.992297-0.997484]\'',3.07,0.38,9,5
7.4,0.44,0.2,'\'(7.12-13.64]\'',0.049,44,157,'\'(0.997484-1.002671]\'',3.27,0.44,9,5
8.7,0.49,0.57,'\'(13.64-20.16]\'',0.052,34,243,'\'(0.997484-1.002671]\'',2.98,0.82,9,5
7,0.24,0.25,'\'(-inf-7.12]\'',0.042,48,189,'\'(-inf-0.992297]\'',3.25,0.42,11.4,6
7.1,0.25,0.25,'\'(-inf-7.12]\'',0.046,50,181,'\'(0.992297-0.997484]\'',3.2,0.42,11,7
6.1,0.34,0.46,'\'(-inf-7.12]\'',0.029,21,94,'\'(-inf-0.992297]\'',3.29,0.62,12.3,6
6.4,0.18,0.31,'\'(-inf-7.12]\'',0.049,36,127,'\'(0.992297-0.997484]\'',3.6,0.67,10.4,7
8.3,0.27,0.39,'\'(-inf-7.12]\'',0.058,16,107,'\'(0.992297-0.997484]\'',3.28,0.59,10.3,5
6.8,0.24,0.35,'\'(-inf-7.12]\'',0.048,44,172,'\'(0.992297-0.997484]\'',3.29,0.55,10.5,7
8,0.22,0.28,'\'(13.64-20.16]\'',0.053,83,197,'\'(0.997484-1.002671]\'',3.14,0.45,9.8,6
